x.bar,y.bar,xybar,x.edge,y.edge,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,letter
10,9,18,0,2,6,12,7,6,11,12,?,12,6,2,I
10,10,8,2,9,11,?,3,?,?,13,13,13,8,?,Z
5,17,16,3,3,10,10,11,11,5,12,?,17,9,6,T
12,11,8,8,10,5,10,7,13,10,13,16,?,10,10,P
9,11,11,6,6,9,11,10,7,13,13,13,13,11,4,O
10,11,8,11,1,7,?,6,11,11,12,16,?,12,7,W
9,10,10,9,1,4,12,2,?,?,16,18,13,?,1,W
7,13,13,1,3,7,12,1,1,7,15,?,?,14,2,P
11,10,16,3,7,12,11,11,?,12,14,11,13,?,10,E
6,11,13,4,3,6,12,3,?,13,?,15,12,8,?,K
11,9,9,6,11,12,10,9,14,10,14,11,11,?,5,X
7,9,9,2,6,13,12,?,10,16,12,12,10,8,6,C
10,9,13,2,6,7,12,4,?,?,16,14,?,9,3,B
10,8,8,5,7,13,13,7,10,?,?,13,?,12,5,Q
6,13,12,9,3,5,12,?,10,?,14,14,15,?,?,W
8,11,15,3,7,11,11,?,11,10,13,14,14,?,?,S
12,14,7,8,2,5,12,5,8,10,16,?,15,?,5,W
9,13,11,7,4,8,?,10,9,7,12,?,?,12,3,V
11,11,11,10,8,11,?,9,10,10,12,?,?,11,8,R
10,10,8,2,10,13,?,3,7,11,13,?,12,?,3,Z
7,14,15,3,3,10,?,9,11,6,13,14,19,8,7,T
9,10,9,4,9,13,13,9,?,10,10,?,10,13,4,R
14,7,12,9,3,5,10,?,11,8,?,?,?,9,7,M
10,8,11,3,3,6,?,7,8,8,14,13,12,9,6,A
10,10,14,3,5,?,12,4,6,13,15,15,12,11,?,G
8,10,11,7,12,5,15,?,10,11,14,?,?,10,9,E
10,10,13,8,10,?,12,11,10,12,15,?,7,10,?,R
4,13,15,2,3,?,9,12,14,?,13,13,?,8,?,C
14,7,15,9,8,9,10,13,?,11,13,?,10,10,6,R
11,10,10,14,8,7,?,?,16,9,16,14,16,10,?,M
11,10,8,1,9,13,12,6,6,10,12,14,11,8,3,Z
9,11,9,8,12,10,13,10,?,11,15,?,14,11,15,M
10,10,9,6,9,?,11,11,12,9,16,13,?,10,12,B
10,11,15,3,5,12,?,?,?,12,14,15,9,6,5,S
14,7,15,3,8,?,15,?,6,13,12,?,10,9,5,E
11,10,14,4,5,8,10,9,?,10,15,14,14,6,?,X
13,15,10,6,7,6,9,6,11,9,?,?,?,10,8,P
5,15,14,3,2,7,?,?,?,10,14,15,14,?,4,V
10,9,8,4,6,10,10,?,?,10,14,16,?,?,6,R
4,14,14,11,2,5,?,12,13,?,17,16,17,11,5,W
6,11,9,2,6,14,11,7,8,18,12,12,?,?,4,C
11,10,11,6,6,6,?,6,?,11,14,12,15,?,7,V
8,9,13,3,6,13,14,9,?,12,14,?,14,10,4,G
5,15,14,8,3,4,13,11,11,11,15,16,?,11,?,W
11,9,14,3,8,10,12,13,14,8,?,12,9,9,10,B
10,10,9,4,8,12,11,7,10,11,?,?,12,?,4,X
3,15,13,8,3,4,?,10,?,9,12,12,16,10,9,W
15,7,13,4,8,9,11,?,10,?,?,?,10,9,7,Z
8,9,14,4,2,6,11,5,5,14,15,16,?,7,4,K
9,6,10,3,2,3,10,?,5,10,15,17,12,11,?,A
3,13,13,11,2,5,?,14,15,12,15,17,?,9,?,W
9,11,8,8,10,9,12,?,11,11,13,?,?,11,10,M
7,17,16,2,4,9,13,8,11,3,?,?,?,13,5,P
5,11,14,6,6,?,?,16,?,15,14,9,15,9,?,K
9,5,8,5,3,4,8,6,9,11,15,13,12,?,4,A
10,10,13,6,8,6,10,9,?,11,14,12,11,10,6,B
9,14,15,3,6,?,14,11,17,4,?,?,14,11,10,P
10,9,9,3,2,4,9,7,9,?,12,9,13,12,?,A
11,7,9,4,6,15,11,8,13,11,11,11,11,?,4,Q
12,15,7,7,7,5,11,11,13,11,13,?,?,10,7,V
11,9,8,3,7,12,?,2,6,9,14,17,?,7,4,X
7,16,14,2,3,?,10,4,5,6,14,15,?,8,3,T
13,9,11,8,7,?,11,11,10,9,13,12,?,9,7,D
10,10,8,11,0,6,12,?,10,11,13,12,12,12,4,W
8,10,10,2,6,13,13,4,5,18,?,?,12,10,?,C
9,9,9,3,8,10,12,3,5,?,14,18,12,11,4,B
11,13,9,9,8,9,?,?,11,12,14,13,14,12,?,G
11,10,9,3,5,11,12,4,3,10,?,16,13,12,3,Q
11,10,16,3,8,10,11,?,12,?,14,13,13,?,6,Z
11,9,8,3,8,11,11,7,9,?,13,?,12,12,8,B
5,13,15,4,5,?,10,7,9,7,14,?,17,7,3,Y
8,11,10,4,7,10,10,10,11,11,15,13,10,10,9,R
4,7,5,1,2,9,10,?,8,12,10,9,12,6,?,L
10,9,8,3,9,13,12,4,6,?,?,?,11,7,4,Z
19,4,15,1,1,7,12,5,6,11,12,13,?,10,?,J
10,6,11,1,3,8,?,?,9,?,13,14,12,7,4,L
11,15,6,12,3,?,12,17,15,12,16,12,13,11,9,M
10,11,17,3,3,7,12,?,10,?,?,13,14,?,7,F
9,10,13,3,5,8,12,6,8,?,14,14,13,?,4,X
8,16,10,4,1,7,13,10,11,11,?,12,15,?,5,V
8,9,12,4,5,10,?,6,6,14,13,13,13,11,4,G
7,15,15,1,7,?,?,?,10,12,?,11,12,8,4,C
11,8,17,3,5,6,13,12,11,?,13,11,13,10,4,S
16,3,17,2,0,12,10,4,9,18,?,?,10,13,2,J
14,5,15,5,8,11,15,13,12,11,12,?,8,?,5,Q
13,8,14,5,4,10,11,8,8,8,14,11,11,9,?,D
16,3,14,5,4,7,11,?,9,?,11,10,9,10,?,A
12,11,18,3,3,7,13,?,10,?,?,12,12,9,?,F
9,9,8,3,7,10,10,?,5,11,15,?,13,7,4,X
10,10,8,4,12,?,11,11,?,?,14,?,14,11,9,S
8,14,18,2,3,8,?,12,13,6,?,10,15,?,7,F
9,8,7,5,6,13,11,?,10,11,12,15,12,11,3,Q
9,9,10,4,4,12,10,10,?,?,13,11,13,12,7,O
11,11,8,4,1,6,?,8,9,12,?,13,12,12,3,V
13,8,18,1,2,?,10,10,9,11,?,?,13,6,4,I
10,12,14,3,7,7,?,10,?,6,13,11,15,8,4,F
11,7,9,11,4,6,12,6,?,11,15,15,11,?,?,O
10,11,10,0,15,10,12,8,?,10,?,?,12,7,7,Z
8,10,9,4,7,11,11,8,9,?,13,12,12,9,5,K
4,5,3,0,1,12,8,10,10,10,13,?,12,6,6,L
10,10,8,8,2,?,10,4,4,12,16,16,11,?,5,M
6,15,12,10,3,5,12,?,13,10,13,?,16,10,?,W
6,6,3,0,2,?,9,?,7,9,13,14,13,?,3,L
4,9,10,1,9,15,?,?,11,19,10,8,13,8,?,E
11,9,13,4,4,11,10,?,?,11,11,?,12,12,7,O
10,12,10,5,1,8,10,3,?,8,14,17,14,?,4,N
7,9,9,2,5,15,11,9,?,?,13,10,12,8,5,C
10,10,13,8,5,8,12,12,11,10,17,14,?,9,7,H
11,8,11,5,0,14,?,10,9,?,12,14,14,14,?,U
10,3,10,3,3,4,9,4,7,10,15,?,13,?,?,A
9,9,15,3,6,?,11,6,6,12,15,13,12,?,4,E
12,17,4,7,3,?,12,12,11,?,16,?,13,10,6,N
10,10,14,2,6,8,10,?,?,9,?,16,12,?,2,S
10,9,10,3,8,13,11,6,7,12,14,14,12,9,5,E
10,10,14,5,4,10,11,?,5,8,15,14,?,?,4,D
8,9,7,4,6,?,?,8,?,9,13,12,13,12,?,D
3,12,13,11,1,?,?,14,12,12,16,13,13,10,7,W
15,4,14,3,3,5,11,?,5,?,13,14,?,11,1,A
12,9,13,3,7,8,13,7,9,?,?,13,10,9,6,B
10,12,12,5,11,9,?,?,12,?,13,13,?,10,8,C
7,10,10,1,6,13,11,4,7,17,13,?,11,10,1,C
9,9,8,3,8,9,13,5,6,8,?,13,10,10,?,B
9,14,11,1,3,8,?,4,?,?,14,15,16,?,4,Y
5,11,6,7,4,9,?,9,8,15,?,?,13,?,3,N
6,16,14,3,0,6,14,4,5,10,15,?,?,11,?,V
8,13,13,2,6,10,12,9,10,4,13,14,14,11,7,P
8,9,11,5,8,14,?,9,?,9,12,?,11,11,8,T
10,9,8,4,8,12,?,6,9,?,15,?,13,7,4,X
9,14,10,2,0,4,12,6,10,10,?,14,?,9,3,Y
9,9,10,1,4,?,12,2,5,13,11,15,12,6,3,I
7,12,13,6,1,?,12,?,9,11,14,13,?,10,6,N
6,13,13,7,2,8,11,?,10,13,13,13,13,10,5,N
10,11,18,1,1,6,12,?,?,10,12,?,12,6,?,I
7,10,12,4,4,13,?,10,?,12,?,13,16,9,?,U
11,1,13,6,7,4,7,?,13,?,13,11,12,10,7,A
10,5,15,4,9,7,?,11,?,16,13,11,12,9,4,L
10,7,19,2,1,8,9,7,10,19,13,?,11,10,5,J
5,9,10,13,3,6,?,13,12,?,16,?,15,8,7,W
19,2,19,1,1,11,?,8,11,14,12,10,?,12,?,J
10,12,17,3,3,9,12,7,8,7,15,?,15,8,?,F
7,13,13,2,6,10,11,9,11,?,14,12,14,11,?,P
11,10,15,2,7,10,10,5,5,11,14,?,14,5,4,Z
9,11,9,8,10,9,9,6,?,11,16,15,14,?,?,V
1,0,1,1,0,10,?,7,8,5,12,?,13,11,3,L
6,10,9,8,6,8,11,10,?,11,11,?,14,9,9,C
11,10,10,13,4,6,12,8,10,11,?,13,14,12,?,W
7,11,8,7,5,9,12,8,10,?,16,?,14,10,7,T
10,15,9,3,2,6,11,6,8,11,16,16,15,11,?,V
10,7,10,15,11,7,16,11,?,?,15,12,8,13,?,O
10,12,10,5,10,8,11,6,10,12,?,?,13,9,6,I
18,4,18,0,1,?,12,8,9,?,11,10,11,10,?,J
11,9,8,3,4,11,10,4,3,12,14,18,12,?,1,Q
10,11,16,1,2,7,10,4,?,12,?,?,13,5,?,I
14,5,12,3,4,5,9,?,9,11,12,12,?,11,?,A
10,10,8,3,9,?,12,9,?,9,12,11,10,11,5,G
9,11,9,5,4,12,10,7,?,11,13,11,?,13,?,O
10,10,13,4,5,10,12,9,12,10,15,?,13,7,6,X
8,13,9,1,1,4,?,9,?,10,12,10,15,10,5,Y
10,10,10,8,7,6,11,6,10,10,16,14,14,10,?,R
10,10,9,4,6,?,11,9,14,12,12,12,13,?,4,O
11,17,8,1,1,6,11,?,8,11,?,11,11,7,2,T
10,6,11,0,3,9,10,5,8,?,14,?,12,6,?,L
13,8,15,5,8,?,13,?,13,11,12,10,8,7,10,E
9,8,14,5,7,11,?,12,?,9,14,?,11,11,4,G
10,11,10,2,10,13,?,8,9,12,14,12,14,8,?,Z
12,15,5,3,2,6,13,?,12,11,14,10,13,9,4,V
10,8,11,8,8,7,7,?,?,7,?,11,13,10,11,J
10,9,18,1,2,6,12,?,6,?,10,12,?,7,2,I
9,10,10,7,0,5,13,1,?,11,14,17,13,?,3,W
6,14,12,5,2,7,12,12,12,?,13,?,?,10,?,V
5,14,15,3,6,?,9,11,14,13,14,?,14,7,6,E
10,12,11,5,12,9,?,8,?,10,13,?,14,11,8,F
12,8,12,10,3,?,?,7,11,9,18,16,?,?,6,M
1,18,15,1,3,8,?,6,9,8,12,16,?,11,3,F
10,15,10,5,1,9,15,8,?,11,?,9,15,?,6,T
11,10,10,4,6,11,9,?,9,11,14,?,13,10,6,H
10,10,9,6,1,12,11,9,9,11,?,11,?,17,?,N
10,9,9,3,4,12,11,5,7,8,?,18,12,?,4,D
4,10,14,4,3,11,11,9,?,12,14,14,?,?,6,U
9,9,13,6,11,?,11,12,9,?,14,12,10,10,?,B
11,5,13,5,7,8,?,?,15,12,?,15,11,?,10,O
11,9,10,8,10,10,8,10,14,?,15,12,?,13,?,A
9,9,9,5,8,?,11,6,7,12,14,12,13,?,5,E
9,11,10,3,11,14,13,10,11,9,11,11,?,12,?,B
11,13,7,13,3,5,12,13,14,9,19,17,?,12,6,W
11,9,9,7,12,9,16,10,13,10,16,?,?,11,10,F
12,8,14,5,12,9,?,10,10,10,13,11,12,?,5,Q
6,11,14,5,2,10,?,5,6,?,?,16,14,9,4,U
12,13,8,4,9,?,10,7,?,9,15,14,?,10,6,Z
9,10,10,9,1,?,13,9,12,10,16,13,15,12,?,W
11,10,10,10,11,9,10,?,11,11,15,?,15,12,10,B
8,14,10,10,2,?,?,11,12,12,?,?,14,10,10,W
13,9,13,4,6,?,12,9,?,?,15,14,10,7,7,B
12,5,14,13,1,?,?,14,15,13,17,13,8,10,?,M
5,16,13,4,2,8,13,12,13,?,13,15,?,11,6,V
9,10,13,6,8,8,11,?,15,9,15,13,10,8,9,S
11,9,10,9,10,8,9,8,?,?,16,16,15,11,12,V
9,8,20,2,2,8,9,10,?,15,13,11,11,?,4,J
12,9,14,5,6,8,12,5,?,9,15,14,10,8,7,B
12,9,14,7,7,10,11,9,?,?,13,?,10,11,4,D
9,12,10,8,9,7,12,10,12,11,13,14,15,?,?,G
8,13,9,10,1,6,13,5,8,11,14,18,15,?,?,W
14,8,15,3,8,7,16,12,13,10,?,11,10,8,?,J
11,11,10,3,10,10,12,5,3,?,?,16,?,10,2,S
7,9,10,5,4,9,?,3,4,?,14,16,?,9,5,K
10,9,10,3,7,11,14,5,5,9,?,?,9,12,?,B
8,10,13,4,5,6,10,7,8,14,15,15,11,?,?,K
9,8,7,0,12,?,10,8,?,13,12,12,11,?,4,S
11,6,10,4,1,?,13,5,8,?,13,15,13,?,?,U
9,9,13,3,4,11,14,5,5,13,15,?,12,10,3,G
5,8,10,6,4,11,13,8,9,?,12,12,?,14,3,K
12,4,15,3,7,7,?,11,?,15,13,8,12,9,5,L
9,10,7,5,1,11,11,4,3,11,14,17,?,?,4,N
7,15,15,0,3,9,9,7,?,8,12,13,?,6,5,T
6,12,9,3,7,10,14,8,?,12,11,11,?,13,5,R
9,9,10,7,0,12,10,8,10,11,?,?,12,?,8,N
13,8,14,7,6,8,?,10,13,10,17,?,?,8,11,H
11,10,6,0,10,?,11,3,2,?,15,18,?,9,0,S
11,8,10,8,1,8,10,?,4,11,15,18,10,16,3,M
10,10,9,1,1,8,12,?,4,11,?,9,12,11,0,I
6,16,12,9,3,3,12,?,12,10,?,?,15,10,6,V
6,11,8,6,3,9,?,9,?,14,10,?,?,14,3,K
8,8,10,7,4,?,?,11,11,12,13,?,12,11,6,U
10,9,12,4,4,7,12,5,6,?,16,16,10,?,5,R
9,9,9,1,0,?,12,8,7,?,?,8,12,11,2,I
10,14,6,13,3,9,12,?,16,13,17,13,?,?,9,M
8,9,14,7,5,?,9,9,8,13,14,11,?,9,4,K
11,12,11,4,7,9,?,9,10,11,?,?,8,9,5,R
12,10,8,13,6,10,8,10,12,?,15,14,13,11,?,M
10,11,10,8,7,6,?,7,?,?,17,13,?,10,9,N
5,11,11,0,8,?,11,6,6,17,12,?,10,8,4,E
9,12,12,2,8,?,11,10,8,14,?,?,11,8,4,E
9,6,10,4,1,18,12,8,?,11,14,?,12,16,5,U
7,11,11,3,5,9,12,10,10,?,13,12,10,10,?,G
8,11,11,9,6,7,?,?,12,11,15,13,16,9,?,N
2,17,16,0,3,6,10,7,?,9,12,?,13,10,5,F
10,12,17,3,3,7,12,?,6,8,14,13,16,9,4,F
8,10,10,6,8,11,?,?,15,10,15,13,13,9,10,D
11,8,11,5,10,10,10,10,13,?,10,14,14,?,8,Q
11,11,7,12,12,?,11,12,14,12,14,12,?,10,14,K
6,5,2,1,2,14,8,6,?,6,?,12,12,11,3,L
12,9,14,7,1,7,11,4,?,9,15,16,?,9,4,N
10,9,9,3,4,12,10,?,?,8,?,13,13,10,5,D
13,3,12,3,3,4,10,?,?,?,15,16,11,10,4,A
8,15,15,2,4,?,?,?,7,?,15,16,17,7,4,T
8,11,13,2,6,?,14,6,7,18,13,13,13,10,5,C
8,11,11,10,10,?,10,12,15,11,?,14,15,10,12,N
8,11,10,12,1,7,12,10,?,?,15,14,12,12,?,W
10,11,9,10,11,?,11,11,13,11,12,10,?,?,11,T
4,15,13,3,2,8,13,?,11,10,13,15,13,11,6,V
8,9,7,4,5,14,13,10,14,7,?,11,?,11,10,D
15,5,13,3,8,9,13,?,?,12,?,15,?,9,7,Z
11,8,11,16,3,5,8,?,12,10,?,14,11,?,11,M
4,15,18,0,3,11,10,?,12,7,13,?,18,7,4,Y
9,15,10,2,2,9,14,?,6,10,14,16,?,7,5,T
10,10,9,7,8,?,8,?,9,13,15,13,15,?,9,T
8,9,10,5,8,13,?,7,8,14,12,11,13,8,5,E
8,15,13,3,2,?,?,7,9,13,13,11,?,10,5,V
14,3,13,1,3,?,10,4,5,12,14,14,11,10,?,A
9,5,7,4,6,7,10,?,?,12,13,13,?,11,6,Q
6,11,15,2,3,11,11,?,8,16,16,13,?,9,?,C
9,10,10,4,1,14,12,7,7,11,13,?,13,19,3,H
10,8,16,2,9,12,?,8,8,?,14,?,13,?,6,Z
10,9,9,7,6,11,11,3,?,?,15,19,?,11,6,H
8,9,11,4,8,?,11,9,10,14,11,11,13,8,7,E
8,9,9,4,7,13,?,9,9,11,14,15,12,?,6,T
11,6,11,5,5,8,10,10,13,11,15,13,11,?,8,J
5,11,10,1,11,?,12,10,10,19,12,11,12,7,5,E
9,12,17,1,3,8,10,5,?,8,16,14,13,?,?,F
15,4,16,4,10,?,12,14,?,14,12,8,9,9,7,Z
10,11,11,4,5,?,11,10,?,?,13,11,14,10,6,D
4,8,10,4,4,9,12,9,?,15,12,13,11,13,?,K
9,15,9,10,2,5,13,9,12,11,15,13,14,?,9,W
8,10,13,7,2,?,10,9,12,11,14,13,13,?,6,N
11,10,9,8,8,11,?,9,10,8,13,11,11,?,9,B
11,5,8,4,7,?,11,7,10,15,15,14,?,13,5,Q
12,8,19,1,0,7,9,5,5,?,?,14,?,8,3,J
9,9,9,3,7,10,?,7,8,8,14,13,11,?,6,B
11,15,8,1,2,?,13,3,5,?,15,15,15,7,4,Y
11,10,8,0,12,14,11,10,12,9,13,10,11,?,5,S
15,8,13,7,2,8,12,8,12,6,16,12,14,9,4,N
11,8,4,9,3,?,8,17,13,7,14,11,11,?,?,U
5,9,10,0,9,14,?,?,?,18,12,10,12,7,4,E
9,13,11,6,7,12,?,14,11,8,?,10,13,?,4,O
9,10,14,2,8,?,12,9,11,?,14,13,12,5,7,Z
4,11,16,4,2,13,12,11,15,12,15,14,?,?,6,U
8,13,6,5,2,12,11,7,10,?,12,12,12,10,?,U
10,10,7,5,6,8,?,5,9,12,13,15,12,12,?,Q
8,11,9,4,7,?,11,7,8,10,14,?,?,?,7,R
4,14,14,3,2,6,14,?,8,10,14,?,12,12,?,V
6,10,9,5,3,8,13,?,2,15,?,15,11,12,2,K
7,11,13,5,3,10,11,6,?,?,?,15,15,9,?,U
8,8,8,10,9,10,11,7,10,11,?,14,11,?,8,K
11,14,7,2,3,7,14,5,6,11,14,16,?,6,3,Y
5,17,15,1,6,?,12,9,9,5,12,?,14,13,?,P
5,16,15,3,2,7,13,4,6,?,?,15,15,11,3,V
6,10,10,4,7,?,11,11,14,?,?,15,13,11,8,O
8,11,12,2,6,?,12,6,6,?,13,14,11,11,3,C
9,10,16,2,8,11,11,11,?,13,13,11,12,?,6,Z
6,11,13,5,1,14,10,?,11,15,?,12,13,9,6,U
9,8,10,6,12,6,?,12,11,10,14,13,14,?,7,G
8,14,11,2,1,9,13,7,?,11,13,14,14,?,4,T
9,10,9,8,2,?,11,10,11,11,11,?,?,18,7,N
8,5,9,1,3,7,10,?,?,?,14,15,?,7,3,L
7,16,15,4,2,9,10,7,9,7,14,?,?,9,6,T
10,9,10,4,5,?,?,9,?,16,13,13,12,11,?,G
9,9,15,4,4,9,9,6,?,13,15,14,13,5,?,X
13,11,9,12,1,?,?,11,?,11,14,10,13,12,6,W
10,11,9,7,3,8,11,4,6,?,14,15,14,?,?,N
3,15,13,8,2,4,13,9,11,10,?,?,16,10,8,W
8,11,11,8,6,10,?,17,17,?,15,?,15,8,6,K
9,10,10,11,1,12,?,8,9,11,12,11,11,16,5,M
5,15,12,4,1,?,13,?,12,10,?,11,14,10,6,V
11,9,14,2,7,?,12,7,8,10,14,13,?,8,3,S
12,10,13,3,4,9,12,9,10,9,14,12,?,7,?,X
9,9,8,3,4,12,12,4,6,8,16,17,14,?,?,D
10,9,8,15,5,9,10,?,14,?,13,13,12,10,12,M
11,10,12,5,6,10,11,6,?,10,14,13,10,?,5,R
4,11,12,5,3,10,9,?,12,13,13,12,?,10,7,U
9,13,10,3,6,9,12,?,?,9,14,17,10,13,?,R
14,8,13,9,10,8,11,14,?,10,?,9,9,10,?,B
6,14,14,8,2,4,?,7,7,11,16,14,?,?,4,W
6,5,3,0,3,14,9,?,11,9,11,?,13,8,4,L
9,11,13,3,6,7,12,3,5,?,15,15,11,9,?,B
7,11,14,4,4,9,10,?,12,12,14,14,13,?,?,H
10,9,8,3,10,13,12,?,?,8,13,11,12,11,10,B
10,9,8,4,4,?,11,6,?,8,14,12,12,12,?,O
10,9,10,0,0,7,10,?,2,10,12,?,13,10,?,I
8,9,12,11,5,6,?,10,12,12,16,14,?,10,8,M
13,9,7,4,8,10,12,8,12,14,10,14,?,?,8,Q
7,16,17,2,5,12,11,10,12,?,?,14,18,5,5,T
11,9,13,3,5,7,11,5,5,9,14,?,?,9,?,B
12,11,10,12,10,?,11,7,11,10,16,17,?,?,11,W
11,7,9,4,8,?,13,8,14,11,11,?,11,12,8,Q
13,7,14,4,9,9,14,12,11,11,14,?,?,9,6,Q
10,9,9,10,0,?,9,8,?,12,13,12,?,16,4,M
11,16,7,3,2,9,14,?,8,?,15,19,14,?,6,T
8,9,10,3,12,?,13,7,10,9,11,14,10,13,4,B
10,11,9,11,11,10,12,?,12,?,16,14,15,12,13,M
15,6,12,5,4,5,9,10,11,13,11,8,13,?,7,A
4,14,11,3,2,?,13,?,12,11,11,12,13,9,?,V
2,20,16,1,5,?,9,10,?,5,11,9,?,11,5,F
9,13,8,9,2,6,?,?,9,11,13,12,?,10,5,W
8,11,12,7,5,9,11,9,7,12,?,12,?,11,5,O
10,6,10,0,3,9,10,?,?,13,13,14,10,6,6,L
9,5,10,3,2,?,10,?,3,10,15,?,12,12,1,A
9,6,10,4,1,16,11,6,6,11,13,14,14,15,3,U
9,9,13,4,4,?,10,7,8,11,?,?,12,9,7,H
11,15,7,5,5,5,13,6,8,?,14,13,13,?,4,V
10,12,15,4,8,?,?,10,8,7,?,10,14,9,4,F
8,10,10,3,12,15,?,10,?,10,?,12,10,13,7,B
5,9,14,5,5,8,8,12,?,14,13,?,?,7,7,K
11,11,7,3,7,?,12,5,?,?,14,17,13,12,5,Q
7,8,13,9,3,7,9,?,7,14,16,?,?,11,?,M
10,9,10,1,6,8,12,4,?,8,16,15,?,9,5,B
9,9,10,4,5,9,10,?,12,10,12,9,?,11,5,X
9,9,13,4,5,?,12,11,12,?,12,13,12,13,8,O
7,14,12,8,1,6,12,7,7,10,?,?,15,11,3,W
10,10,14,3,6,11,12,8,12,11,14,?,?,?,?,S
15,3,18,2,1,?,?,8,11,18,10,10,?,14,3,J
16,3,18,2,1,12,?,8,7,17,11,11,10,?,4,J
12,11,8,5,1,6,?,7,8,11,13,?,14,11,3,V
6,17,13,2,6,10,12,?,13,5,12,11,13,15,?,P
10,11,17,3,7,12,?,16,12,9,12,10,?,9,5,C
11,9,15,2,2,9,?,6,?,12,13,13,11,?,3,J
4,11,10,1,9,14,12,7,7,19,12,?,11,7,4,E
10,16,9,3,1,?,12,4,?,11,?,17,14,11,2,V
14,13,7,11,2,6,?,12,?,10,14,9,13,11,11,W
12,8,19,0,1,8,?,6,6,?,15,15,12,9,4,J
13,10,14,3,6,?,11,8,10,8,14,14,?,9,7,B
10,10,10,4,4,11,12,9,10,13,12,12,?,12,?,O
16,6,13,13,3,8,?,11,15,7,?,15,?,9,12,M
9,6,11,0,3,?,10,4,5,14,15,16,?,7,3,L
12,6,19,0,0,9,11,?,5,?,13,12,12,10,?,J
11,6,9,9,8,9,?,12,14,15,?,10,10,12,12,G
11,11,12,5,8,10,13,?,15,?,?,13,8,10,11,R
12,8,8,9,3,9,7,7,7,8,?,14,?,11,7,M
10,11,8,2,10,13,12,5,5,12,15,16,?,?,4,Z
10,11,9,9,9,6,12,?,8,9,14,14,12,?,6,H
7,13,12,4,4,?,12,4,5,8,?,14,15,10,?,P
8,11,12,4,5,?,10,?,8,11,13,11,13,12,6,O
4,10,14,4,3,11,11,12,14,12,13,12,?,?,7,U
10,9,12,4,4,12,10,9,10,?,?,11,13,13,?,O
10,10,10,4,0,13,11,7,8,10,?,12,11,?,5,H
13,8,12,9,3,?,?,9,10,10,17,15,12,9,8,M
6,13,13,3,6,13,?,?,12,7,10,10,14,15,5,P
10,12,10,8,8,9,11,9,13,11,15,13,14,?,?,M
7,10,13,6,6,7,11,14,12,8,12,9,17,11,6,Y
10,9,14,4,4,?,11,?,10,11,13,13,13,11,5,O
9,8,9,3,4,9,10,1,1,?,?,18,?,13,1,O
10,14,9,1,1,5,13,?,8,?,13,?,15,11,?,Y
8,9,8,11,12,8,?,11,?,13,15,11,13,10,?,R
10,11,13,7,6,8,11,7,9,10,?,15,12,8,?,H
5,11,13,5,3,12,10,11,?,12,13,12,15,?,7,U
7,9,13,3,5,10,14,10,11,14,13,14,?,11,7,G
11,9,10,4,8,8,12,9,12,?,?,9,12,?,8,X
9,9,10,7,7,10,13,13,?,10,11,?,13,11,?,O
11,9,9,3,12,?,?,7,6,10,13,?,13,11,4,S
11,9,8,1,7,11,11,2,3,?,14,18,?,11,?,G
5,12,15,1,3,11,10,7,8,?,14,15,12,9,2,C
8,11,12,3,6,?,13,?,?,17,14,15,13,?,3,C
11,8,8,9,3,9,8,5,4,11,?,17,12,11,?,M
11,12,10,4,12,8,10,8,?,10,14,13,?,11,7,Z
11,11,13,4,4,9,10,9,?,?,13,12,12,8,6,H
5,10,13,4,3,12,10,6,9,12,?,17,?,8,?,U
10,9,15,3,7,?,11,9,10,?,?,13,12,8,6,S
9,11,10,4,0,?,11,?,7,11,13,?,12,19,3,H
11,10,10,7,6,11,10,11,?,?,12,12,11,13,6,O
10,10,9,3,9,?,11,4,4,9,13,?,12,13,3,B
16,3,13,3,4,6,10,10,12,12,12,?,?,?,6,A
10,13,13,6,5,?,15,12,11,8,13,13,13,?,4,V
10,11,11,7,6,?,12,8,12,9,9,14,15,13,?,P
10,11,13,4,6,?,?,10,13,11,15,11,12,5,?,X
10,10,11,1,9,13,?,8,8,10,13,?,13,?,3,Z
7,10,15,4,5,10,?,9,?,13,15,14,14,?,8,E
9,10,10,7,7,10,?,9,12,13,12,?,14,?,11,T
9,9,19,2,1,8,9,4,7,14,14,13,?,?,?,J
12,13,7,8,5,4,?,5,?,?,13,17,14,?,9,Q
9,9,9,3,7,12,11,7,?,12,?,15,?,6,3,X
11,10,8,2,7,10,12,?,?,12,15,18,?,10,2,G
11,8,13,4,4,?,11,6,7,?,17,17,12,9,4,H
10,8,9,7,6,7,11,?,14,?,14,?,13,?,12,V
9,11,8,4,5,?,11,4,?,8,14,18,13,10,6,R
10,12,18,2,3,7,?,5,?,7,16,15,13,9,?,F
10,14,14,3,4,9,14,11,13,5,13,12,13,13,9,P
8,14,10,8,2,5,?,8,9,?,12,12,15,10,8,W
4,15,14,4,1,?,11,?,10,9,13,15,14,10,4,V
11,3,10,3,4,4,9,?,7,11,15,14,11,10,?,A
9,10,12,5,6,11,?,13,12,11,?,13,9,5,6,X
9,10,10,4,0,13,12,7,?,11,12,16,12,20,5,H
10,9,13,4,4,9,9,7,10,?,15,14,14,6,?,X
10,10,8,3,9,12,11,?,6,11,?,14,?,7,4,Z
6,11,13,4,5,10,?,?,14,?,14,11,13,?,7,X
11,9,7,3,7,?,11,4,11,13,13,?,9,12,?,G
